LineId,Content,EventId,EventTemplate,ParameterList
54,switch_module fan 1143980708 1 Fan speeds ( 3534 3534 3375 **** 3497 3479 ),53db716f,switch_module fan <*> 1 Fan speeds ( <*> 3534 3375 <*> <*> 3479 ),"['1143980708', '3534', '**** 3497']"
55,switch_module bcast-error 1142702813 1 Link error on broadcast tree Interconnect-1T00 : 00 : 2 : 0,e28df8a1,switch_module bcast-error <*> 1 Link error on broadcast tree Interconnect-1T00 : 00 : <*> : <*>,"['1142702813', '2', '0']"
56,switch_module bcast-error 1142703109 1 Link error on broadcast tree Interconnect-1T00 : 00 : 3 : 6,e28df8a1,switch_module bcast-error <*> 1 Link error on broadcast tree Interconnect-1T00 : 00 : <*> : <*>,"['1142703109', '3', '6']"
57,clusterfilesystem clusterfilesystem.not_served 1074123912 1 ClusterFileSystem : ServerFileSystem domain root21_domain is no longer served by node node-224,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1074123912', 'root21_domain', 'node-224']"
58,clusterfilesystem clusterfilesystem.not_served 1074124048 1 ClusterFileSystem : ServerFileSystem domain root24_domain is no longer served by node node-64,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1074124048', 'root24_domain', 'node-64']"
59,clusterfilesystem clusterfilesystem.not_served 1074124165 1 ClusterFileSystem : ServerFileSystem domain root11_domain is no longer served by node node-138,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1074124165', 'root11_domain', 'node-138']"
60,clusterfilesystem clusterfilesystem.not_served 1074124218 1 ClusterFileSystem : ServerFileSystem domain root25_domain is no longer served by node node-192,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1074124218', 'root25_domain', 'node-192']"
61,clusterfilesystem clusterfilesystem.not_served 1074257554 1 ClusterFileSystem : ServerFileSystem domain root17_domain is no longer served by node node-16,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1074257554', 'root17_domain', 'node-16']"
62,clusterfilesystem clusterfilesystem.not_served 1077875541 1 ClusterFileSystem : ServerFileSystem domain root12_domain is no longer served by node node-139,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1077875541', 'root12_domain', 'node-139']"
63,clusterfilesystem clusterfilesystem.not_served 1079069189 1 ClusterFileSystem : ServerFileSystem domain root10_tmp is no longer served by node node-105,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1079069189', 'root10_tmp', 'node-105']"
64,clusterfilesystem clusterfilesystem.not_served 1079069189 1 ClusterFileSystem : ServerFileSystem domain root9_tmp is no longer served by node node-104,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1079069189', 'root9_tmp', 'node-104']"
65,clusterfilesystem clusterfilesystem.not_served 1079069188 1 ClusterFileSystem : ServerFileSystem domain root11_tmp is no longer served by node node-106,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1079069188', 'root11_tmp', 'node-106']"
66,clusterfilesystem clusterfilesystem.not_served 1079069188 1 ClusterFileSystem : ServerFileSystem domain root13_local is no longer served by node node-108,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1079069188', 'root13_local', 'node-108']"
67,clusterfilesystem clusterfilesystem.not_served 1079069188 1 ClusterFileSystem : ServerFileSystem domain root10_local is no longer served by node node-105,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1079069188', 'root10_local', 'node-105']"
68,clusterfilesystem clusterfilesystem.not_served 1079069187 1 ClusterFileSystem : ServerFileSystem domain root11_domain is no longer served by node node-138,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1079069187', 'root11_domain', 'node-138']"
69,clusterfilesystem clusterfilesystem.not_served 1079069187 1 ClusterFileSystem : ServerFileSystem domain root13_tmp is no longer served by node node-140,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1079069187', 'root13_tmp', 'node-140']"
70,clusterfilesystem clusterfilesystem.not_served 1079069187 1 ClusterFileSystem : ServerFileSystem domain root9_tmp is no longer served by node node-136,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1079069187', 'root9_tmp', 'node-136']"
71,clusterfilesystem clusterfilesystem.not_served 1082035888 1 ClusterFileSystem : ServerFileSystem domain root20_tmp is no longer served by node node-147,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1082035888', 'root20_tmp', 'node-147']"
72,clusterfilesystem clusterfilesystem.not_served 1082035888 1 ClusterFileSystem : ServerFileSystem domain root18_tmp is no longer served by node node-145,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1082035888', 'root18_tmp', 'node-145']"
73,clusterfilesystem clusterfilesystem.not_served 1108809211 1 ClusterFileSystem : ServerFileSystem domain cluster_root_backup is no longer served by node node-128,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1108809211', 'cluster_root_backup', 'node-128']"
74,clusterfilesystem clusterfilesystem.not_served 1108816201 1 ClusterFileSystem : ServerFileSystem domain cluster_var_backup is no longer served by node node-192,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1108816201', 'cluster_var_backup', 'node-192']"
75,clusterfilesystem clusterfilesystem.not_served 1109421508 1 ClusterFileSystem : ServerFileSystem domain cluster_var_backup is no longer served by node node-224,5b3426c9,clusterfilesystem clusterfilesystem.not_served <*> 1 ClusterFileSystem : ServerFileSystem domain <*> is no longer served by node <*>,"['1109421508', 'cluster_var_backup', 'node-224']"
76,partition status 1061531645 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061531645', '-1 running']"
77,partition status 1061516045 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061516045', '-1 running']"
78,partition status 1061464175 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061464175', '-1 running']"
79,partition status 1061463695 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061463695', '-1 running']"
80,node status 1072638510 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1072638510', 'not responding']"
81,partition status 1072625730 1 blocked,b5e905fb,partition status <*> <*> <*>,"['1072625730', '1 blocked']"
82,partition status 1061577605 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061577605', '-1 running']"
83,partition status 1061560535 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061560535', '-1 running']"
84,partition status 1061555585 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061555585', '-1 running']"
85,partition status 1061545567 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061545567', '-1 running']"
86,partition status 1061516045 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061516045', '-1 running']"
87,partition status 1061515896 -1 running,b5e905fb,partition status <*> <*> <*>,"['1061515896', '-1 running']"
88,node status 1074098640 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1074098640', 'configured out']"
89,node status 1074098640 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1074098640', 'configured out']"
90,node status 1074098640 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1074098640', 'configured out']"
91,node status 1074098640 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1074098640', 'configured out']"
92,node status 1074098640 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1074098640', 'configured out']"
93,node status 1074217418 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1074217418', 'configured out']"
94,node status 1074289619 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1074289619', 'not responding']"
95,node status 1074289646 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1074289646', 'configured out']"
96,node status 1074935624 1 running,7b0a085f,node status <*> <*> <*>,"['1074935624', '1 running']"
97,partition status 1074935265 1 running,b5e905fb,partition status <*> <*> <*>,"['1074935265', '1 running']"
98,partition status 1074935142 1 running,b5e905fb,partition status <*> <*> <*>,"['1074935142', '1 running']"
99,node status 1074288991 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1074288991', 'not responding']"
100,node status 1074288991 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1074288991', 'not responding']"
101,node status 1074288991 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1074288991', 'not responding']"
102,node status 1074288991 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1074288991', 'not responding']"
103,node status 1075931225 0 not responding,61a567e1,node status <*> 0 <*> <*>,"['1075931225', 'not responding']"
104,node status 1075931225 0 not responding,61a567e1,node status <*> 0 <*> <*>,"['1075931225', 'not responding']"
105,node status 1075931225 0 not responding,61a567e1,node status <*> 0 <*> <*>,"['1075931225', 'not responding']"
106,node status 1075931221 0 configured out,61a567e1,node status <*> 0 <*> <*>,"['1075931221', 'configured out']"
107,node status 1076533037 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1076533037', 'configured out']"
108,node status 1076533037 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1076533037', 'configured out']"
109,node status 1076533037 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1076533037', 'configured out']"
110,node status 1076533037 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1076533037', 'configured out']"
111,node status 1076533037 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1076533037', 'configured out']"
112,node status 1076533037 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1076533037', 'configured out']"
113,node status 1076619203 1 running,7b0a085f,node status <*> <*> <*>,"['1076619203', '1 running']"
114,node status 1076619203 1 running,7b0a085f,node status <*> <*> <*>,"['1076619203', '1 running']"
115,node status 1076619203 1 running,7b0a085f,node status <*> <*> <*>,"['1076619203', '1 running']"
116,node status 1076619203 1 running,7b0a085f,node status <*> <*> <*>,"['1076619203', '1 running']"
117,node status 1076619203 1 running,7b0a085f,node status <*> <*> <*>,"['1076619203', '1 running']"
118,node status 1076619203 1 running,7b0a085f,node status <*> <*> <*>,"['1076619203', '1 running']"
119,node status 1076619203 1 running,7b0a085f,node status <*> <*> <*>,"['1076619203', '1 running']"
120,node status 1076619203 1 running,7b0a085f,node status <*> <*> <*>,"['1076619203', '1 running']"
121,node status 1076878960 1 running,7b0a085f,node status <*> <*> <*>,"['1076878960', '1 running']"
122,node status 1076878960 1 running,7b0a085f,node status <*> <*> <*>,"['1076878960', '1 running']"
123,node status 1076878960 1 running,7b0a085f,node status <*> <*> <*>,"['1076878960', '1 running']"
124,node status 1076878960 1 running,7b0a085f,node status <*> <*> <*>,"['1076878960', '1 running']"
125,node status 1077381871 1 running,7b0a085f,node status <*> <*> <*>,"['1077381871', '1 running']"
126,node status 1077442530 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1077442530', 'configured out']"
127,partition status 1077442538 1 running,b5e905fb,partition status <*> <*> <*>,"['1077442538', '1 running']"
128,partition status 1077443543 1 running,b5e905fb,partition status <*> <*> <*>,"['1077443543', '1 running']"
129,node status 1077744705 1 running,7b0a085f,node status <*> <*> <*>,"['1077744705', '1 running']"
130,node status 1077649605 1 running,7b0a085f,node status <*> <*> <*>,"['1077649605', '1 running']"
131,node status 1077649605 1 running,7b0a085f,node status <*> <*> <*>,"['1077649605', '1 running']"
132,node status 1077649605 1 running,7b0a085f,node status <*> <*> <*>,"['1077649605', '1 running']"
133,node status 1077649605 1 running,7b0a085f,node status <*> <*> <*>,"['1077649605', '1 running']"
134,node status 1077649605 1 running,7b0a085f,node status <*> <*> <*>,"['1077649605', '1 running']"
135,partition status 1077576923 1 closing,b5e905fb,partition status <*> <*> <*>,"['1077576923', '1 closing']"
136,partition status 1077552274 1 running,b5e905fb,partition status <*> <*> <*>,"['1077552274', '1 running']"
137,partition status 1077804330 1 blocked,b5e905fb,partition status <*> <*> <*>,"['1077804330', '1 blocked']"
138,node status 1077875226 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1077875226', 'configured out']"
139,node status 1077875226 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1077875226', 'configured out']"
140,node status 1077875226 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1077875226', 'configured out']"
141,node status 1077897241 1 running,7b0a085f,node status <*> <*> <*>,"['1077897241', '1 running']"
142,node status 1077897241 1 running,7b0a085f,node status <*> <*> <*>,"['1077897241', '1 running']"
143,node status 1077897241 1 running,7b0a085f,node status <*> <*> <*>,"['1077897241', '1 running']"
144,node status 1077897241 1 running,7b0a085f,node status <*> <*> <*>,"['1077897241', '1 running']"
145,node status 1077907194 0 running,7b0a085f,node status <*> <*> <*>,"['1077907194', '0 running']"
146,node status 1077907194 0 running,7b0a085f,node status <*> <*> <*>,"['1077907194', '0 running']"
147,node status 1078470966 1 running,7b0a085f,node status <*> <*> <*>,"['1078470966', '1 running']"
148,node status 1078470966 1 running,7b0a085f,node status <*> <*> <*>,"['1078470966', '1 running']"
149,node status 1078470966 1 running,7b0a085f,node status <*> <*> <*>,"['1078470966', '1 running']"
150,node status 1078470966 1 running,7b0a085f,node status <*> <*> <*>,"['1078470966', '1 running']"
151,node status 1078470966 1 running,7b0a085f,node status <*> <*> <*>,"['1078470966', '1 running']"
152,node status 1078470966 1 running,7b0a085f,node status <*> <*> <*>,"['1078470966', '1 running']"
153,node status 1078470966 1 running,7b0a085f,node status <*> <*> <*>,"['1078470966', '1 running']"
154,node status 1078414241 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1078414241', 'configured out']"
155,node status 1078414241 1 configured out,13e5a533,node status <*> 1 <*> <*>,"['1078414241', 'configured out']"
156,node status 1079261449 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1079261449', 'not responding']"
157,node status 1079261449 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1079261449', 'not responding']"
158,node status 1079261449 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1079261449', 'not responding']"
159,node status 1079245563 1 running,7b0a085f,node status <*> <*> <*>,"['1079245563', '1 running']"
160,node status 1079245563 1 running,7b0a085f,node status <*> <*> <*>,"['1079245563', '1 running']"
161,node status 1079245563 1 running,7b0a085f,node status <*> <*> <*>,"['1079245563', '1 running']"
162,partition status 1079245304 1 running,b5e905fb,partition status <*> <*> <*>,"['1079245304', '1 running']"
163,node status 1079218685 1 running,7b0a085f,node status <*> <*> <*>,"['1079218685', '1 running']"
164,node status 1079218684 1 running,7b0a085f,node status <*> <*> <*>,"['1079218684', '1 running']"
165,node status 1079218684 1 running,7b0a085f,node status <*> <*> <*>,"['1079218684', '1 running']"
166,node status 1079218684 1 running,7b0a085f,node status <*> <*> <*>,"['1079218684', '1 running']"
167,node status 1079218684 1 running,7b0a085f,node status <*> <*> <*>,"['1079218684', '1 running']"
168,node status 1079143599 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1079143599', 'not responding']"
169,node status 1079143599 1 not responding,13e5a533,node status <*> 1 <*> <*>,"['1079143599', 'not responding']"
170,node status 1079072836 1 running,7b0a085f,node status <*> <*> <*>,"['1079072836', '1 running']"
171,node status 1079072836 1 running,7b0a085f,node status <*> <*> <*>,"['1079072836', '1 running']"
172,node status 1079072836 1 running,7b0a085f,node status <*> <*> <*>,"['1079072836', '1 running']"
173,node status 1079072836 1 running,7b0a085f,node status <*> <*> <*>,"['1079072836', '1 running']"
