LineId,Content,EventId,EventTemplate,ParameterList
16,INFO dfs.DataNode$PacketResponder : PacketResponder 1 for block blk_-2095312839317671107 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['1', 'blk_-2095312839317671107']"
17,INFO dfs.DataNode$PacketResponder : Received block blk_-2095312839317671107 of size 67108864 from /10.251.43.115,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-2095312839317671107', '67108864', '/10.251.43.115']"
18,INFO dfs.DataNode$PacketResponder : PacketResponder 1 for block blk_2685118742131633473 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['1', 'blk_2685118742131633473']"
19,INFO dfs.DataNode$PacketResponder : Received block blk_5844299709126621376 of size 67108864 from /10.251.126.255,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_5844299709126621376', '67108864', '/10.251.126.255']"
20,INFO dfs.DataNode$DataXceiver : Receiving block blk_346399978534030724 src : /10.250.15.101 : 56657 dest : /10.250.15.101 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_346399978534030724', '/10.250.15.101', '56657', '/10.250.15.101']"
21,INFO dfs.DataNode$DataXceiver : Receiving block blk_-1227506204036947882 src : /10.251.198.196 : 49811 dest : /10.251.198.196 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_-1227506204036947882', '/10.251.198.196', '49811', '/10.251.198.196']"
22,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : /user/root/rand/_temporary/_task_200811092030_0001_m_001610_0/part-01610. blk_-1815736926522130071,d08ff016,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_001610_0/part-01610. blk_-1815736926522130071']
23,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : /user/root/rand/_temporary/_task_200811092030_0001_m_001640_0/part-01640. blk_1754640757753528792,d08ff016,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_001640_0/part-01640. blk_1754640757753528792']
24,INFO dfs.DataNode$PacketResponder : Received block blk_-6678716236306717257 of size 67108864 from /10.251.39.160,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-6678716236306717257', '67108864', '/10.251.39.160']"
25,INFO dfs.DataNode$PacketResponder : PacketResponder 0 for block blk_-4557906154709207783 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['0', 'blk_-4557906154709207783']"
26,INFO dfs.DataNode$PacketResponder : PacketResponder 1 for block blk_-1468440302439031049 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['1', 'blk_-1468440302439031049']"
27,INFO dfs.DataNode$PacketResponder : Received block blk_-6588029238149958301 of size 67108864 from /10.251.66.3,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-6588029238149958301', '67108864', '/10.251.66.3']"
28,INFO dfs.DataNode$PacketResponder : Received block blk_6542865191188106493 of size 67108864 from /10.250.6.191,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_6542865191188106493', '67108864', '/10.250.6.191']"
29,INFO dfs.DataNode$PacketResponder : PacketResponder 0 for block blk_3309892303058859467 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['0', 'blk_3309892303058859467']"
30,INFO dfs.DataNode$PacketResponder : Received block blk_-6459524200359662202 of size 67108864 from /10.251.107.98,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-6459524200359662202', '67108864', '/10.251.107.98']"
31,INFO dfs.DataNode$DataXceiver : Receiving block blk_4084971494563481433 src : /10.251.43.115 : 48732 dest : /10.251.43.115 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_4084971494563481433', '/10.251.43.115', '48732', '/10.251.43.115']"
32,INFO dfs.DataNode$PacketResponder : PacketResponder 0 for block blk_-6459524200359662202 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['0', 'blk_-6459524200359662202']"
33,INFO dfs.DataNode$PacketResponder : PacketResponder 0 for block blk_-1327089855669463349 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['0', 'blk_-1327089855669463349']"
34,INFO dfs.DataNode$PacketResponder : Received block blk_1853963045280773203 of size 67108864 from /10.251.123.20,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_1853963045280773203', '67108864', '/10.251.123.20']"
35,INFO dfs.DataNode$PacketResponder : PacketResponder 1 for block blk_-1954264283875653283 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['1', 'blk_-1954264283875653283']"
36,INFO dfs.DataNode$PacketResponder : PacketResponder 2 for block blk_-1954264283875653283 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['2', 'blk_-1954264283875653283']"
37,INFO dfs.DataNode$PacketResponder : Received block blk_848973434635485874 of size 67108864 from /10.251.127.191,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_848973434635485874', '67108864', '/10.251.127.191']"
38,INFO dfs.DataNode$DataXceiver : Receiving block blk_1686640760232798943 src : /10.251.126.227 : 47594 dest : /10.251.126.227 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_1686640760232798943', '/10.251.126.227', '47594', '/10.251.126.227']"
39,INFO dfs.DataBlockScanner : Verification succeeded for blk_5528835497664878134,b3725122,INFO dfs.DataBlockScanner : Verification succeeded for <*>,['blk_5528835497664878134']
40,INFO dfs.DataBlockScanner : Verification succeeded for blk_7258101505391955834,b3725122,INFO dfs.DataBlockScanner : Verification succeeded for <*>,['blk_7258101505391955834']
41,WARN dfs.DataNode$DataXceiver : 10.251.201.204 : 50010 : Got exception while serving blk_4472097162321285264 to /10.250.10.100 :,38174550,WARN dfs.DataNode$DataXceiver : <*> : 50010 : Got exception while serving <*> to <*> :,"['10.251.201.204', 'blk_4472097162321285264', '/10.250.10.100']"
42,WARN dfs.DataNode$DataXceiver : 10.251.125.193 : 50010 : Got exception while serving blk_-998376028317828143 to /10.251.71.146 :,38174550,WARN dfs.DataNode$DataXceiver : <*> : 50010 : Got exception while serving <*> to <*> :,"['10.251.125.193', 'blk_-998376028317828143', '/10.251.71.146']"
43,INFO dfs.DataNode$DataXceiver : 10.251.214.18 : 50010 Served block blk_3050920587428079149 to /10.251.126.5,81c53cf4,INFO dfs.DataNode$DataXceiver : <*> : 50010 Served block <*> to <*>,"['10.251.214.18', 'blk_3050920587428079149', '/10.251.126.5']"
44,INFO dfs.DataNode$DataXceiver : 10.251.43.115 : 50010 Served block blk_6288537309975404621 to /10.251.199.245,81c53cf4,INFO dfs.DataNode$DataXceiver : <*> : 50010 Served block <*> to <*>,"['10.251.43.115', 'blk_6288537309975404621', '/10.251.199.245']"
45,INFO dfs.DataBlockScanner : Verification succeeded for blk_-6628821545437240185,b3725122,INFO dfs.DataBlockScanner : Verification succeeded for <*>,['blk_-6628821545437240185']
46,WARN dfs.DataNode$DataXceiver : 10.250.19.16 : 50010 : Got exception while serving blk_-2321291908758770165 to /10.251.74.192 :,38174550,WARN dfs.DataNode$DataXceiver : <*> : 50010 : Got exception while serving <*> to <*> :,"['10.250.19.16', 'blk_-2321291908758770165', '/10.251.74.192']"
47,WARN dfs.DataNode$DataXceiver : 10.251.71.193 : 50010 : Got exception while serving blk_-4475898101350779696 to /10.251.39.160 :,38174550,WARN dfs.DataNode$DataXceiver : <*> : 50010 : Got exception while serving <*> to <*> :,"['10.251.71.193', 'blk_-4475898101350779696', '/10.251.39.160']"
48,INFO dfs.DataBlockScanner : Verification succeeded for blk_2670417054846734255,b3725122,INFO dfs.DataBlockScanner : Verification succeeded for <*>,['blk_2670417054846734255']
49,WARN dfs.DataNode$DataXceiver : 10.251.111.37 : 50010 : Got exception while serving blk_-3497111204804027713 to /10.251.111.37 :,38174550,WARN dfs.DataNode$DataXceiver : <*> : 50010 : Got exception while serving <*> to <*> :,"['10.251.111.37', 'blk_-3497111204804027713', '/10.251.111.37']"
50,WARN dfs.DataNode$DataXceiver : 10.251.193.224 : 50010 : Got exception while serving blk_-4479251963378149032 to /10.250.10.223 :,38174550,WARN dfs.DataNode$DataXceiver : <*> : 50010 : Got exception while serving <*> to <*> :,"['10.251.193.224', 'blk_-4479251963378149032', '/10.250.10.223']"
51,WARN dfs.DataNode$DataXceiver : 10.251.42.191 : 50010 : Got exception while serving blk_7943567125484137884 to /10.251.42.191 :,38174550,WARN dfs.DataNode$DataXceiver : <*> : 50010 : Got exception while serving <*> to <*> :,"['10.251.42.191', 'blk_7943567125484137884', '/10.251.42.191']"
52,WARN dfs.DataNode$DataXceiver : 10.251.195.70 : 50010 : Got exception while serving blk_-5071242290921145677 to /10.251.125.193 :,38174550,WARN dfs.DataNode$DataXceiver : <*> : 50010 : Got exception while serving <*> to <*> :,"['10.251.195.70', 'blk_-5071242290921145677', '/10.251.125.193']"
53,INFO dfs.DataBlockScanner : Verification succeeded for blk_1430929134025721472,b3725122,INFO dfs.DataBlockScanner : Verification succeeded for <*>,['blk_1430929134025721472']
54,INFO dfs.DataNode$PacketResponder : Received block blk_-8335771124190365298 of size 67108864 from /10.250.9.207,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-8335771124190365298', '67108864', '/10.250.9.207']"
55,INFO dfs.DataNode$PacketResponder : PacketResponder 2 for block blk_6451864775812703005 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['2', 'blk_6451864775812703005']"
56,INFO dfs.DataNode$DataXceiver : Receiving block blk_3633999925144421652 src : /10.251.67.211 : 60924 dest : /10.251.67.211 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_3633999925144421652', '/10.251.67.211', '60924', '/10.251.67.211']"
57,INFO dfs.DataNode$PacketResponder : PacketResponder 2 for block blk_-8335771124190365298 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['2', 'blk_-8335771124190365298']"
58,INFO dfs.DataNode$PacketResponder : Received block blk_-3134120711047691417 of size 67108864 from /10.251.71.193,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-3134120711047691417', '67108864', '/10.251.71.193']"
59,INFO dfs.DataNode$PacketResponder : Received block blk_-8085891182295439106 of size 67108864 from /10.251.202.209,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-8085891182295439106', '67108864', '/10.251.202.209']"
60,INFO dfs.DataNode$DataXceiver : Receiving block blk_7137715463782177633 src : /10.251.111.209 : 44923 dest : /10.251.111.209 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_7137715463782177633', '/10.251.111.209', '44923', '/10.251.111.209']"
61,INFO dfs.DataNode$PacketResponder : PacketResponder 2 for block blk_5660629891114099505 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['2', 'blk_5660629891114099505']"
62,INFO dfs.DataNode$PacketResponder : Received block blk_-3114446692760937374 of size 67108864 from /10.251.31.180,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-3114446692760937374', '67108864', '/10.251.31.180']"
63,INFO dfs.DataNode$PacketResponder : Received block blk_-7621800206653560666 of size 67108864 from /10.251.198.33,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-7621800206653560666', '67108864', '/10.251.198.33']"
64,INFO dfs.DataNode$DataXceiver : Receiving block blk_1392745376360437287 src : /10.250.17.177 : 46553 dest : /10.250.17.177 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_1392745376360437287', '/10.250.17.177', '46553', '/10.250.17.177']"
65,INFO dfs.DataNode$PacketResponder : Received block blk_5399936115787815775 of size 67108864 from /10.251.195.70,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_5399936115787815775', '67108864', '/10.251.195.70']"
66,INFO dfs.DataNode$PacketResponder : PacketResponder 1 for block blk_4910976182256827586 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['1', 'blk_4910976182256827586']"
67,INFO dfs.DataNode$PacketResponder : PacketResponder 2 for block blk_7794625107594660686 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['2', 'blk_7794625107594660686']"
68,INFO dfs.DataBlockScanner : Verification succeeded for blk_-4430268671514597634,b3725122,INFO dfs.DataBlockScanner : Verification succeeded for <*>,['blk_-4430268671514597634']
69,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.107.196 : 50010 is added to blk_3911129796768040841 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.107.196', 'blk_3911129796768040841', '67108864']"
70,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.111.37 : 50010 is added to blk_-813750132552407856 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.111.37', 'blk_-813750132552407856', '67108864']"
71,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.91.15 : 50010 is added to blk_-2750582794536211429 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.91.15', 'blk_-2750582794536211429', '67108864']"
72,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : /user/root/sortrand/_temporary/_task_200811092030_0002_r_000063_0/part-00063. blk_7361849816333104982,d08ff016,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000063_0/part-00063. blk_7361849816333104982']
73,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.106.50 : 50010 is added to blk_5878532063885368400 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.106.50', 'blk_5878532063885368400', '67108864']"
74,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.10.223 : 50010 is added to blk_-2870010551789499381 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.250.10.223', 'blk_-2870010551789499381', '67108864']"
75,INFO dfs.DataNode$DataXceiver : Receiving block blk_-6449185658510352328 src : /10.250.7.96 : 58936 dest : /10.250.7.96 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_-6449185658510352328', '/10.250.7.96', '58936', '/10.250.7.96']"
76,INFO dfs.DataNode$PacketResponder : PacketResponder 1 for block blk_-6042522399405802184 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['1', 'blk_-6042522399405802184']"
77,INFO dfs.DataNode$DataXceiver : Receiving block blk_5710098366681782984 src : /10.251.123.132 : 50514 dest : /10.251.123.132 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_5710098366681782984', '/10.251.123.132', '50514', '/10.251.123.132']"
78,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.214.67 : 50010 is added to blk_-8795240179929308888 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.214.67', 'blk_-8795240179929308888', '67108864']"
79,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.26.8 : 50010 is added to blk_7590124742476433707 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.26.8', 'blk_7590124742476433707', '67108864']"
80,INFO dfs.DataNode$PacketResponder : Received block blk_-9001059062747361058 of size 67108864 from /10.251.198.33,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-9001059062747361058', '67108864', '/10.251.198.33']"
81,INFO dfs.DataNode$PacketResponder : PacketResponder 1 for block blk_-6648857404919251781 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['1', 'blk_-6648857404919251781']"
82,INFO dfs.DataNode$PacketResponder : PacketResponder 0 for block blk_-5244291043091315444 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['0', 'blk_-5244291043091315444']"
83,INFO dfs.DataNode$PacketResponder : PacketResponder 2 for block blk_-7635153127338704136 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['2', 'blk_-7635153127338704136']"
84,INFO dfs.DataNode$DataXceiver : Receiving block blk_7154258238864718904 src : /10.251.125.193 : 52048 dest : /10.251.125.193 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_7154258238864718904', '/10.251.125.193', '52048', '/10.251.125.193']"
85,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.91.32 : 50010 is added to blk_378456600180893061 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.91.32', 'blk_378456600180893061', '67108864']"
86,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.199.19 : 50010 is added to blk_8639182755947107399 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.199.19', 'blk_8639182755947107399', '67108864']"
87,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.39.160 : 50010 is added to blk_-8113848592608322467 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.39.160', 'blk_-8113848592608322467', '67108864']"
88,INFO dfs.DataNode$PacketResponder : Received block blk_-8331969645099571652 of size 67108864 from /10.251.26.8,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-8331969645099571652', '67108864', '/10.251.26.8']"
89,INFO dfs.DataNode$PacketResponder : Received block blk_2242705580256917598 of size 67108864 from /10.251.39.179,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_2242705580256917598', '67108864', '/10.251.39.179']"
90,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.90.239 : 50010 is added to blk_6681209906829842127 size 67108864,8a5b1f94,INFO dfs.FSNamesystem : BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to <*> size <*>,"['10.251.90.239', 'blk_6681209906829842127', '67108864']"
91,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : /user/root/sortrand/_temporary/_task_200811092030_0002_r_000243_0/part-00243. blk_4118403116207041075,d08ff016,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000243_0/part-00243. blk_4118403116207041075']
92,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : /user/root/sortrand/_temporary/_task_200811092030_0002_r_000248_0/part-00248. blk_5816837299390820993,d08ff016,INFO dfs.FSNamesystem : BLOCK* NameSystem.allocateBlock : <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000248_0/part-00248. blk_5816837299390820993']
93,INFO dfs.DataNode$DataXceiver : Receiving block blk_-7474729135735583954 src : /10.251.122.79 : 32982 dest : /10.251.122.79 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_-7474729135735583954', '/10.251.122.79', '32982', '/10.251.122.79']"
94,INFO dfs.DataNode$PacketResponder : PacketResponder 2 for block blk_-6865786086151795386 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['2', 'blk_-6865786086151795386']"
95,INFO dfs.DataNode$PacketResponder : Received block blk_-380414696069753198 of size 67108864 from /10.251.90.134,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_-380414696069753198', '67108864', '/10.251.90.134']"
96,INFO dfs.DataNode$PacketResponder : PacketResponder 0 for block blk_1509760857851402025 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['0', 'blk_1509760857851402025']"
97,INFO dfs.DataNode$DataXceiver : Receiving block blk_6832867107418658344 src : /10.251.30.6 : 53052 dest : /10.251.30.6 : 50010,73096492,INFO dfs.DataNode$DataXceiver : Receiving block <*> src : <*> : <*> dest : <*> : 50010,"['blk_6832867107418658344', '/10.251.30.6', '53052', '/10.251.30.6']"
98,INFO dfs.DataNode$PacketResponder : PacketResponder 0 for block blk_6911629072428031611 terminating,b44a1f83,INFO dfs.DataNode$PacketResponder : PacketResponder <*> for block <*> terminating,"['0', 'blk_6911629072428031611']"
99,INFO dfs.DataNode$PacketResponder : Received block blk_1223549770819711207 of size 67108864 from /10.251.106.37,1465024b,INFO dfs.DataNode$PacketResponder : Received block <*> of size <*> from <*>,"['blk_1223549770819711207', '67108864', '/10.251.106.37']"
