LineId,Content,EventId,EventTemplate,ParameterList
63,INFO Closed socket connection for client /10.10.34.11 : 52894 which had sessionid 0x14ed93111f2009c,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.11', '52894', '0x14ed93111f2009c']"
64,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
65,INFO Closed socket connection for client /10.10.34.11 : 52895 which had sessionid 0x14ed93111f2009d,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.11', '52895', '0x14ed93111f2009d']"
66,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
67,INFO Closed socket connection for client /10.10.34.13 : 37231 which had sessionid 0x14ed93111f2008c,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.13', '37231', '0x14ed93111f2008c']"
68,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
69,INFO Closed socket connection for client /10.10.34.15 : 34846 which had sessionid 0x14ed93111f2008d,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.15', '34846', '0x14ed93111f2008d']"
70,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
71,INFO Closed socket connection for client /10.10.34.16 : 39310 which had sessionid 0x14ed93111f2008e,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.16', '39310', '0x14ed93111f2008e']"
72,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
73,INFO Closed socket connection for client /10.10.34.17 : 51203 which had sessionid 0x14ed93111f2008f,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.17', '51203', '0x14ed93111f2008f']"
74,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
75,INFO Closed socket connection for client /10.10.34.19 : 33440 which had sessionid 0x14ed93111f20090,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.19', '33440', '0x14ed93111f20090']"
76,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
77,INFO Closed socket connection for client /10.10.34.20 : 56414 which had sessionid 0x14ed93111f20091,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.20', '56414', '0x14ed93111f20091']"
78,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
79,INFO Closed socket connection for client /10.10.34.22 : 47085 which had sessionid 0x14ed93111f20092,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.22', '47085', '0x14ed93111f20092']"
80,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
81,INFO Client attempting to establish new session at /10.10.34.12 : 45667,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.12', '45667']"
82,WARN Connection request from old client /10.10.34.12 : 45668 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.12', '45668']"
83,INFO Client attempting to establish new session at /10.10.34.12 : 45668,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.12', '45668']"
84,INFO Established session 0x14ed93111f200b1 with negotiated timeout 10000 for client /10.10.34.12 : 45667,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200b1', '10000', '/10.10.34.12', '45667']"
85,INFO Established session 0x14ed93111f200b2 with negotiated timeout 10000 for client /10.10.34.12 : 45668,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200b2', '10000', '/10.10.34.12', '45668']"
86,INFO Accepted socket connection from /10.10.34.12 : 45671,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.12', '45671']"
87,WARN Connection request from old client /10.10.34.12 : 45671 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.12', '45671']"
88,INFO Client attempting to establish new session at /10.10.34.12 : 45671,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.12', '45671']"
89,INFO Established session 0x14ed93111f200b3 with negotiated timeout 10000 for client /10.10.34.12 : 45671,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200b3', '10000', '/10.10.34.12', '45671']"
90,INFO Accepted socket connection from /10.10.34.13 : 37439,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.13', '37439']"
91,WARN Connection request from old client /10.10.34.13 : 37439 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.13', '37439']"
92,INFO Client attempting to establish new session at /10.10.34.13 : 37439,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.13', '37439']"
93,INFO Established session 0x14ed93111f200b4 with negotiated timeout 10000 for client /10.10.34.13 : 37439,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200b4', '10000', '/10.10.34.13', '37439']"
94,INFO Accepted socket connection from /10.10.34.18 : 43000,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.18', '43000']"
95,WARN Connection request from old client /10.10.34.18 : 43000 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.18', '43000']"
96,INFO Client attempting to establish new session at /10.10.34.18 : 43000,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.18', '43000']"
97,INFO Established session 0x14ed93111f200b5 with negotiated timeout 10000 for client /10.10.34.18 : 43000,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200b5', '10000', '/10.10.34.18', '43000']"
98,INFO Accepted socket connection from /10.10.34.20 : 56418,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.20', '56418']"
99,WARN Connection request from old client /10.10.34.20 : 56418 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.20', '56418']"
100,INFO Client attempting to establish new session at /10.10.34.20 : 56418,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.20', '56418']"
101,INFO Accepted socket connection from /10.10.34.11 : 54398,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.11', '54398']"
102,WARN Connection request from old client /10.10.34.11 : 54398 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.11', '54398']"
103,INFO Client attempting to establish new session at /10.10.34.11 : 54398,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.11', '54398']"
104,INFO Accepted socket connection from /10.10.34.11 : 54399,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.11', '54399']"
105,WARN Connection request from old client /10.10.34.11 : 54399 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.11', '54399']"
106,INFO Client attempting to establish new session at /10.10.34.11 : 54399,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.11', '54399']"
107,INFO Established session 0x14ed93111f200c9 with negotiated timeout 10000 for client /10.10.34.11 : 54397,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200c9', '10000', '/10.10.34.11', '54397']"
108,INFO Established session 0x14ed93111f200ca with negotiated timeout 10000 for client /10.10.34.11 : 54398,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200ca', '10000', '/10.10.34.11', '54398']"
109,INFO Established session 0x14ed93111f200cb with negotiated timeout 10000 for client /10.10.34.11 : 54399,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200cb', '10000', '/10.10.34.11', '54399']"
110,INFO Accepted socket connection from /10.10.34.12 : 45679,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.12', '45679']"
111,WARN Connection request from old client /10.10.34.12 : 45679 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.12', '45679']"
112,INFO Client attempting to establish new session at /10.10.34.12 : 45679,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.12', '45679']"
113,INFO Accepted socket connection from /10.10.34.12 : 45682,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.12', '45682']"
114,INFO Established session 0x14ed93111f200cc with negotiated timeout 10000 for client /10.10.34.12 : 45679,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200cc', '10000', '/10.10.34.12', '45679']"
115,WARN Connection request from old client /10.10.34.12 : 45682 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.12', '45682']"
116,INFO Client attempting to establish new session at /10.10.34.12 : 45682,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.12', '45682']"
117,INFO Established session 0x14ed93111f200cd with negotiated timeout 10000 for client /10.10.34.12 : 45682,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200cd', '10000', '/10.10.34.12', '45682']"
118,INFO Accepted socket connection from /10.10.34.11 : 54411,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.11', '54411']"
119,WARN Connection request from old client /10.10.34.11 : 54411 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.11', '54411']"
120,INFO Client attempting to establish new session at /10.10.34.11 : 54411,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.11', '54411']"
121,INFO Established session 0x14ed93111f200e2 with negotiated timeout 10000 for client /10.10.34.11 : 54712,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200e2', '10000', '/10.10.34.11', '54712']"
122,INFO Accepted socket connection from /10.10.34.12 : 45711,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.12', '45711']"
123,WARN Connection request from old client /10.10.34.12 : 45711 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.12', '45711']"
124,INFO Client attempting to establish new session at /10.10.34.12 : 45711,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.12', '45711']"
125,INFO Established session 0x14ed93111f200e3 with negotiated timeout 10000 for client /10.10.34.12 : 45711,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200e3', '10000', '/10.10.34.12', '45711']"
126,INFO Accepted socket connection from /10.10.34.13 : 37471,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.13', '37471']"
127,WARN Connection request from old client /10.10.34.13 : 37471 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.13', '37471']"
128,INFO Client attempting to establish new session at /10.10.34.13 : 37471,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.13', '37471']"
129,INFO Established session 0x14ed93111f200e4 with negotiated timeout 10000 for client /10.10.34.13 : 37471,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200e4', '10000', '/10.10.34.13', '37471']"
130,INFO Accepted socket connection from /10.10.34.11 : 54724,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.11', '54724']"
131,WARN Connection request from old client /10.10.34.11 : 54724 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.11', '54724']"
132,INFO Client attempting to establish new session at /10.10.34.11 : 54724,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.11', '54724']"
133,INFO Established session 0x14ed93111f200e5 with negotiated timeout 20000 for client /10.10.34.11 : 54724,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200e5', '20000', '/10.10.34.11', '54724']"
134,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
135,INFO Closed socket connection for client /10.10.34.11 : 54724 which had sessionid 0x14ed93111f200e5,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.11', '54724', '0x14ed93111f200e5']"
136,INFO Accepted socket connection from /10.10.34.11 : 54738,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.11', '54738']"
137,WARN Connection request from old client /10.10.34.11 : 54738 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.11', '54738']"
138,INFO Client attempting to establish new session at /10.10.34.11 : 54738,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.11', '54738']"
139,INFO Established session 0x14ed93111f200e6 with negotiated timeout 20000 for client /10.10.34.11 : 54738,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ed93111f200e6', '20000', '/10.10.34.11', '54738']"
140,INFO Accepted socket connection from /10.10.34.11 : 54740,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.11', '54740']"
141,"INFO Expiring session 0x34ede65503f0009 , timeout of 10000ms exceeded",9eab1064,"INFO Expiring session <*> , timeout of <*> exceeded","['0x34ede65503f0009', '10000ms']"
142,"INFO Expiring session 0x14ede63a5a7000e , timeout of 10000ms exceeded",9eab1064,"INFO Expiring session <*> , timeout of <*> exceeded","['0x14ede63a5a7000e', '10000ms']"
143,INFO Processed session termination for sessionid : 0x24ede63a01b000c,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x24ede63a01b000c']
144,INFO Processed session termination for sessionid : 0x34ede65503f0008,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x34ede65503f0008']
145,INFO Processed session termination for sessionid : 0x34ede65503f000a,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x34ede65503f000a']
146,INFO Processed session termination for sessionid : 0x34ede65503f0009,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x34ede65503f0009']
147,INFO Processed session termination for sessionid : 0x14ede63a5a7000e,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x14ede63a5a7000e']
148,INFO Accepted socket connection from /10.10.34.12 : 43135,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.12', '43135']"
149,WARN Connection request from old client /10.10.34.12 : 43135 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.12', '43135']"
150,INFO Accepted socket connection from /10.10.34.12 : 43135,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.12', '43135']"
151,INFO Established session 0x14ede63a5a70015 with negotiated timeout 10000 for client /10.10.34.12 : 43135,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ede63a5a70015', '10000', '/10.10.34.12', '43135']"
152,INFO Accepted socket connection from /10.10.34.13 : 38022,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.13', '38022']"
153,WARN Connection request from old client /10.10.34.13 : 38022 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.13', '38022']"
154,INFO Accepted socket connection from /10.10.34.12 : 43135,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.12', '43135']"
155,INFO Established session 0x14ede63a5a70016 with negotiated timeout 10000 for client /10.10.34.13 : 38022,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14ede63a5a70016', '10000', '/10.10.34.13', '38022']"
156,"INFO Expiring session 0x14ede63a5a70014 , timeout of 10000ms exceeded",9eab1064,"INFO Expiring session <*> , timeout of <*> exceeded","['0x14ede63a5a70014', '10000ms']"
157,"INFO Expiring session 0x14ede63a5a70010 , timeout of 10000ms exceeded",9eab1064,"INFO Expiring session <*> , timeout of <*> exceeded","['0x14ede63a5a70010', '10000ms']"
158,"INFO Expiring session 0x14ede63a5a70012 , timeout of 10000ms exceeded",9eab1064,"INFO Expiring session <*> , timeout of <*> exceeded","['0x14ede63a5a70012', '10000ms']"
159,"INFO Expiring session 0x24ede63a01b0018 , timeout of 10000ms exceeded",9eab1064,"INFO Expiring session <*> , timeout of <*> exceeded","['0x24ede63a01b0018', '10000ms']"
160,"INFO Expiring session 0x34ede65503f0010 , timeout of 10000ms exceeded",9eab1064,"INFO Expiring session <*> , timeout of <*> exceeded","['0x34ede65503f0010', '10000ms']"
161,INFO Processed session termination for sessionid : 0x34ede65503f0012,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x34ede65503f0012']
162,INFO Processed session termination for sessionid : 0x24ede63a01b001b,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x24ede63a01b001b']
163,INFO Processed session termination for sessionid : 0x14ede63a5a70015,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x14ede63a5a70015']
164,INFO Processed session termination for sessionid : 0x24ede63a01b001d,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x24ede63a01b001d']
165,INFO Processed session termination for sessionid : 0x24ede63a01b001f,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x24ede63a01b001f']
166,"INFO Expiring session 0x34ede65503f001d , timeout of 10000ms exceeded",9eab1064,"INFO Expiring session <*> , timeout of <*> exceeded","['0x34ede65503f001d', '10000ms']"
167,INFO Processed session termination for sessionid : 0x34ede65503f001d,3c48ca42,INFO Processed session termination for sessionid : <*>,['0x34ede65503f001d']
168,"INFO Expiring session 0x24ede63a01b002a , timeout of 20000ms exceeded",9eab1064,"INFO Expiring session <*> , timeout of <*> exceeded","['0x24ede63a01b002a', '20000ms']"
